action_type,step,expected_utility
ActionType.TRANSFER,483,1832.9554313076856
ActionType.TRANSFER,484,1900.4481421546775
ActionType.TRANSFER,485,1862.7581812130923
ActionType.TRANSFER,486,1778.030999999999
ActionType.TRANSFER,487,1913.1794999802785
ActionType.TRANSFER,488,1961.0279984329902
ActionType.TRANSFER,489,1978.2395756166654
ActionType.TRANSFER,490,1938.1949986018642
ActionType.TRANSFER,491,1986.331058916433
ActionType.TRANSFORM,492,2012.5166893090013
ActionType.TRANSFER,493,2016.2179431032437
ActionType.TRANSFER,494,1982.9159988052133
ActionType.TRANSFER,495,2024.5853631324667
ActionType.TRANSFORM,496,2051.0130348061653
ActionType.TRANSFORM,497,2077.531546653328
ActionType.TRANSFORM,498,2104.1408795811058
ActionType.TRANSFER,499,2070.350999003894
ActionType.TRANSFER,500,2112.7747045728647
